Date,Open,High,Low,Close,Adj Close,Volume
2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.09021759033203,169126400
2018-12-10,41.25,42.522499084472656,40.83250045776367,42.400001525878906,40.35432815551758,248104000
2018-12-11,42.915000915527344,42.9474983215332,41.75,42.157501220703125,40.1235237121582,189126800
2018-12-12,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,40.23535919189453,142510800
2018-12-13,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,40.675533294677734,127594400
2018-12-14,42.25,42.27000045776367,41.31999969482422,41.369998931884766,39.37401580810547,162814800
2018-12-17,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.007591247558594,177151600
2018-12-18,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,39.514408111572266,135366000
2018-12-19,41.5,41.86249923706055,39.772499084472656,40.22249984741211,38.28188705444336,196189200
2018-12-20,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,37.315853118896484,259092000
2018-12-21,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,35.864437103271484,382978400
2018-12-24,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,34.93647003173828,148676800
2018-12-26,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,37.396751403808594,234330000
2018-12-27,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,37.154056549072266,212468400
2018-12-28,39.375,39.630001068115234,38.63750076293945,39.057498931884766,37.17308044433594,169165600
2018-12-31,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,37.53238296508789,140014000
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.57521057128906,148158800
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,33.83243942260742,365248800
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.276737213134766,234428400
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.19820022583008,219111200
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,35.869197845458984,164101200
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.47831344604492,180396400
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.59490966796875,143122800
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.23561096191406,108092800
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.69073486328125,129756800
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.421199798583984,114843600
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,36.866153717041016,122278800
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.08505630493164,119284800
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.313480377197266,135004000
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.47593307495117,121576000
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.62345504760742,92522400
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.33316421508789,101766000
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.537139892578125,134142000
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.189754486083984,104768400
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,36.80429458618164,166348800
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.319297790527344,244439200
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.60245132446289,162958400
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.62147903442383,130672400
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.746925354003906,125982000
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.44407272338867,144406400
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.4583625793457,112958400
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.67315673828125,126966800
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.72096633911133,95280000
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.48676681518555,83973600
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,40.835670471191406,89134000
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.6660041809082,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,40.81415557861328,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,40.723350524902344,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,40.84520721435547,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.10806655883789,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,40.87627410888672,68998800
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.33269500732422,75652800
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.633785247802734,87493600
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.65767288208008,68280800
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,41.78670883178711,111341600
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.37569808959961,112861600
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,41.81061553955078,103544800
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.0208854675293,109744800
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,41.94442367553711,78949600
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,41.70307922363281,83241600
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.22037887573242,99185600
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.31835174560547,95997600
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,42.74971008300781,128044000
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.23002243041992,129870400
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.42120361328125,124130000
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,43.90388488769531,94318000
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,44.47499465942383,156171600
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,44.929019927978516,104879200
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.572967529296875,126585600
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,44.962467193603516,124140800
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.61846160888672,204136800
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.65305709838867,169630800
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.10106658935547,175381200
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.63508987426758,199202000
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.03655242919922,119393600
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.09628677368164,83121600
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,45.39020538330078,94256000
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,45.698463439941406,111448000
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,46.36277770996094,91062800
2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,46.68059158325195,93087200
2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,46.7618293762207,76457200
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,47.074859619140625,74106400
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,47.815635681152344,103526800
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,47.67226791381836,143072800
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,47.939903259277344,86781200
2019-04-11,50.212501525878906,50.25,49.61000061035156,49.73749923706055,47.54084777832031,83603200
2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,49.717498779296875,47.5217170715332,111042800
2019-04-15,49.64500045776367,49.962501525878906,49.502498626708984,49.807498931884766,47.60774230957031,70146400
2019-04-16,49.8650016784668,50.342498779296875,49.63999938964844,49.8125,47.61252975463867,102785600
2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,50.782501220703125,48.53969192504883,115627200
2019-04-18,50.779998779296875,51.037498474121094,50.630001068115234,50.96500015258789,48.71413040161133,96783200
2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,51.13249969482422,48.874229431152344,77758000
2019-04-23,51.10749816894531,51.9375,50.974998474121094,51.869998931884766,49.57917022705078,93292000
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,49.5026969909668,70162400
2019-04-25,51.70750045776367,51.939998626708984,51.279998779296875,51.31999969482422,49.05345153808594,74172800
2019-04-26,51.224998474121094,51.25,50.529998779296875,51.07500076293945,48.81926345825195,74596400
2019-04-29,51.099998474121094,51.49250030517578,50.96500015258789,51.15250015258789,48.893341064453125,88818800
2019-04-30,50.76499938964844,50.849998474121094,49.77750015258789,50.16749954223633,47.95184326171875,186139600
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,50.30559539794922,259309200
2019-05-02,52.459999084472656,53.162498474121094,52.032501220703125,52.287498474121094,49.978214263916016,127985200
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,50.59950637817383,83569600
2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,49.818119049072266,129772400
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,48.47516632080078,155054800
2019-05-08,50.474998474121094,51.334999084472656,50.4375,50.724998474121094,48.48472595214844,105358000
2019-05-09,50.099998474121094,50.41999816894531,49.165000915527344,50.18000030517578,47.96379470825195,139634400
2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,49.29499816894531,47.2993278503418,164834800
2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,46.43000030517578,44.550315856933594,229722400
2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,47.165000915527344,45.25556564331055,146118800
2019-05-15,46.567501068115234,47.9375,46.505001068115234,47.72999954223633,45.79768371582031,106178800
2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,47.52000045776367,45.59619140625,132125600
2019-05-17,46.73249816894531,47.724998474121094,46.689998626708984,47.25,45.33713150024414,131516400
2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,45.772499084472656,43.919437408447266,154449200
2019-05-21,46.30500030517578,47.0,46.17499923706055,46.650001525878906,44.76140594482422,113459200
2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,45.69499969482422,43.84507751464844,118994400
2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,44.915000915527344,43.09665298461914,146118800
2019-05-24,45.04999923706055,45.53499984741211,44.654998779296875,44.74250030517578,42.93113327026367,94858800
2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,44.557498931884766,42.75362777709961,111792800
2019-05-29,44.10499954223633,44.837501525878906,44.0,44.345001220703125,42.54973602294922,113924800
2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,44.57500076293945,42.770416259765625,84873600
2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,43.76750183105469,41.9956169128418,108174400
2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,41.57102966308594,161584400
2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,44.90999984741211,43.091854095458984,123872000
2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,45.6349983215332,43.787506103515625,119093600
2019-06-06,45.77000045776367,46.36750030517578,45.537498474121094,46.30500030517578,44.430381774902344,90105200
2019-06-07,46.627498626708984,47.97999954223633,46.442501068115234,47.537498474121094,45.612972259521484,122737600
2019-06-10,47.95249938964844,48.842498779296875,47.904998779296875,48.14500045776367,46.19588088989258,104883600
2019-06-11,48.71500015258789,49.0,48.400001525878906,48.70249938964844,46.73081588745117,107731600
2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,48.54750061035156,46.582096099853516,73012800
2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,48.537498474121094,46.57249450683594,86698400
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,46.23426818847656,75046000
2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,46.51012420654297,58676400
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,47.603981018066406,106204000
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,47.464839935302734,84496800
2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,47.84626007080078,86056000
2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,47.683135986328125,191202400
